Meme ID,Archived URL,Base Meme Name,Meme Page URL,MD5 Hash,File Size (In Bytes)
12398309,http://webarchive.loc.gov/all/20160627075358/https://cdn.meme.am/instances/250x250/12398309.jpg,Annoying Facebook Girl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12398309,0dad5e8cb74221d96d3009b550f463c2,10885
12398605,http://webarchive.loc.gov/all/20160809033024/https://cdn.meme.am/instances/250x250/12398605.jpg,Omg Rage Face,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12398605,89e768477be3cfee3f01eeb292eb0ba4,22649
12399005,http://webarchive.loc.gov/all/20150615232848/http://cdn.meme.am/instances/250x250/12399005.jpg,Butthurt Dweller,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399005,58c70501143aec071124038949a1c56e,13129
12399541,http://webarchive.loc.gov/all/20151205150938/http://cdn.meme.am/instances/250x250/12399541.jpg,Provincial Man,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399541,fe8cae5fee202294050d05a9e4e28e8e,10253
12399690,http://webarchive.loc.gov/all/20160612075126/https://cdn.meme.am/instances/250x250/12399690.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399690,e6a2660842dd6e46210fb35da82968cd,12144
12399767,http://webarchive.loc.gov/all/20160612075122/https://cdn.meme.am/instances/250x250/12399767.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399767,1ec346ab76c9b53bf2753a58ffeb9d0a,13617
12399801,http://webarchive.loc.gov/all/20160612075119/https://cdn.meme.am/instances/250x250/12399801.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399801,0f68774b66127a9169d4c05d02b7495e,11828
12399893,http://webarchive.loc.gov/all/20160612075117/https://cdn.meme.am/instances/250x250/12399893.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399893,340a309c6388e4b9bb9a8f6e0430f933,10702
12399932,http://webarchive.loc.gov/all/20160612075112/https://cdn.meme.am/instances/250x250/12399932.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399932,a468875c56ddeb37c46177bff1a1005b,12758
12399956,http://webarchive.loc.gov/all/20160612075110/https://cdn.meme.am/instances/250x250/12399956.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399956,50b11fc27674282e56083933841bd261,12743
12399983,http://webarchive.loc.gov/all/20160612075106/https://cdn.meme.am/instances/250x250/12399983.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12399983,339a724cadb1fdc2d4aebf526e344982,13354
12400039,http://webarchive.loc.gov/all/20160612075102/https://cdn.meme.am/instances/250x250/12400039.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400039,2674ffda316ce6e28155739f4a729165,12397
12400087,http://webarchive.loc.gov/all/20160612075100/https://cdn.meme.am/instances/250x250/12400087.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400087,8393c18a02a215724a0812fd3636bb79,11962
12400113,http://webarchive.loc.gov/all/20160612075056/https://cdn.meme.am/instances/250x250/12400113.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400113,b26bbd0e5732451adb11ac917ac1ec62,12620
12400195,http://webarchive.loc.gov/all/20160612075054/https://cdn.meme.am/instances/250x250/12400195.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400195,def086034d5f7156763a700426f44fd0,13256
12400213,http://webarchive.loc.gov/all/20160901234504/https://cdn.meme.am/instances/250x250/12400213.jpg,12 oz mouse,http://memegenerator.net/instance/12400213,c8405d14fc3eed72d7be51b13faf2948,14214
12400414,http://webarchive.loc.gov/all/20160612075047/https://cdn.meme.am/instances/250x250/12400414.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400414,c3db84484badeca2c61429da5a23ac07,12045
12400480,http://webarchive.loc.gov/all/20160612075045/https://cdn.meme.am/instances/250x250/12400480.jpg,ka,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400480,a22ed61eee5634732708c5296113763e,12612
12400494,http://webarchive.loc.gov/all/20160610174306/https://cdn.meme.am/instances/250x250/12400494.jpg,Sad Keanu,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12400494,4c7c7a3149226c624d0733a0a38d22e3,16932
12400678,http://webarchive.loc.gov/all/20160619200156/https://cdn.meme.am/instances/250x250/12400678.jpg,scumbag terminator,http://memegenerator.net/instance/12400678,c54becf0503f3bcea9f631cea406c883,13834
12400872,http://webarchive.loc.gov/all/20160619200158/https://cdn.meme.am/instances/250x250/12400872.jpg,scumbag terminator,http://memegenerator.net/instance/12400872,f5bdb13d4cea2b36cc92615f9e23a1c5,14901
12401012,http://webarchive.loc.gov/all/20160608170010/https://cdn.meme.am/instances/250x250/12401012.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12401012,9a026a1bd02c1189d22c9ccf44c27467,8921
12401022,http://webarchive.loc.gov/all/20160627072733/https://cdn.meme.am/instances/250x250/12401022.jpg,Annoying Facebook Girl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12401022,c54a20c97871ad173a749c73a77520d8,11970
12403035,http://webarchive.loc.gov/all/20150611094242/http://cdn.meme.am/instances/250x250/12403035.jpg,Counter Strike,http://memegenerator.net/instance/12403035,704dfa777b25eae418fe37ed75bb3d1a,8688
12403170,http://webarchive.loc.gov/all/20160829042632/https://cdn.meme.am/instances/250x250/12403170.jpg,X ALL THE THINGS,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12403170,08c3375d1d87989e17bd4f406e16ddbf,13774
12404452,http://webarchive.loc.gov/all/20160530042832/https://cdn.meme.am/instances/250x250/12404452.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12404452,3e463701a7bcdb5318f4e6cdc84f5cf0,9563
12405775,http://webarchive.loc.gov/all/20150517061707/http://cdn.meme.am/instances/250x250/12405775.jpg,Art Student Owl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12405775,f42b06e19670f0b5ef6e7892ab4ae3d1,10097
12406130,http://webarchive.loc.gov/all/20150814183417/http://cdn.meme.am/instances/250x250/12406130.jpg,Slowpoke,http://memegenerator.net/instance/12406130,29f63270aa0ed6e7bd4acb56e5b0d65f,13890
12406155,http://webarchive.loc.gov/all/20160617132100/https://cdn.meme.am/instances/250x250/12406155.jpg,Okay Guy,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12406155,f8c471a07826c24cf3627b47e1a8259d,10932
12406215,http://webarchive.loc.gov/all/20160831042547/https://cdn.meme.am/instances/250x250/12406215.jpg,Fat Girl,http://memegenerator.net/instance/12406215,f63ea3e2e57f289d06260122c9e3d56b,10817
12407230,http://webarchive.loc.gov/all/20150607133104/http://cdn.meme.am/instances/250x250/12407230.jpg,High Expectations Asian Father,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12407230,97b59f2deaf13495532de3e7902dfd2c,11491
12407580,http://webarchive.loc.gov/all/20150405202211/http://cdn.meme.am/instances/250x250/12407580.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12407580,2dcc9e9d59b1467b145516b67a0447de,14656
12408632,http://webarchive.loc.gov/all/20150714122651/http://cdn.meme.am/instances/250x250/12408632.jpg,Willy Wonka,http://memegenerator.net/instance/12408632,c22dd1ecc33f895d48bdfd5e66691f5b,18432
12408958,http://webarchive.loc.gov/all/20150914095231/http://cdn.meme.am/instances/250x250/12408958.jpg,Rick Harrison,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12408958,b05fe9257a26659d6e57cc5fb7fdd7c9,13685
12409049,http://webarchive.loc.gov/all/20151115105620/http://cdn.meme.am/instances/250x250/12409049.jpg,Advice Yoda Gives,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12409049,560f853678fa5ad109398ce568f6b70c,12347
12409132,http://webarchive.loc.gov/all/20141011102200/http://cdn.meme.am/instances/250x250/12409132.jpg,Chuck Norris Advice,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12409132,1a0b8e9c6ebe68a00af6992a25dbb32f,15933
12409324,http://webarchive.loc.gov/all/20141006151150/http://cdn.meme.am/instances/250x250/12409324.jpg,Sheltering Suburban Mom,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12409324,b50a7fc1b04fa1496ad9d64989d83f6a,14294
12410345,http://webarchive.loc.gov/all/20160825081440/https://cdn.meme.am/instances/250x250/12410345.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12410345,ca872d8ed30e1316918642ad6e659f99,9519
12410661,http://webarchive.loc.gov/all/20160619180115/https://cdn.meme.am/instances/250x250/12410661.jpg,Emo Dad,http://memegenerator.net/instance/12410661,6639506c4f1c85b645d1e2ef81ff9023,13201
12410762,http://webarchive.loc.gov/all/20150207150413/http://cdn.meme.am/instances/250x250/12410762.jpg,Advice Yoda Gives,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12410762,023e82cc86a2ae1b5ced32d474d06c01,10955
12410930,http://webarchive.loc.gov/all/20160823101400/https://cdn.meme.am/instances/250x250/12410930.jpg,Fuuuu,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12410930,c11ae68c50271db7fbc6d68aead363d1,19147
12411126,http://webarchive.loc.gov/all/20141011003255/http://cdn.meme.am/instances/250x250/12411126.jpg,success baby,http://memegenerator.net/instance/12411126,f26ddd50fa73cd912e087db25a7839af,12399
12411259,http://webarchive.loc.gov/all/20150708123819/http://cdn.meme.am/instances/250x250/12411259.jpg,Hipster Cat,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12411259,8298b01369febd57d1f405d88475dfc0,14875
12411338,http://webarchive.loc.gov/all/20150708123817/http://cdn.meme.am/instances/250x250/12411338.jpg,Hipster Cat,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12411338,3625b6a67c6e33a6b44d1c010eda04fb,14456
12411362,http://webarchive.loc.gov/all/20150708123815/http://cdn.meme.am/instances/250x250/12411362.jpg,Hipster Cat,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12411362,e062910999126ba85c7770d3d3d77afd,14898
12412190,http://webarchive.loc.gov/all/20160602105525/https://cdn.meme.am/instances/250x250/12412190.jpg,Rage FU,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12412190,12409cbb1aa18de8745d295d62b11a70,12682
12412325,http://webarchive.loc.gov/all/20150315065655/http://cdn.meme.am/instances/250x250/12412325.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12412325,024bd3558ef522b811b6f030cb01793f,10276
12412445,http://webarchive.loc.gov/all/20150912054421/http://cdn.meme.am/instances/250x250/12412445.jpg,The Most Interesting Man In The World,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12412445,fe6818488b91a914ab587b1603a79505,16490
12412866,http://webarchive.loc.gov/all/20141012122412/http://cdn.meme.am/instances/250x250/12412866.jpg,Wilford Brimley,http://memegenerator.net/instance/12412866,391b686b9c4bd39e6b5957c204842e2d,12433
12413217,http://webarchive.loc.gov/all/20141009191956/http://cdn.meme.am/instances/250x250/12413217.jpg,Vault Boy,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12413217,49ccb5299866a8f086f66b2c8561eb7a,8619
12413226,http://webarchive.loc.gov/all/20160510194340/https://cdn.meme.am/instances/250x250/12413226.jpg,Lonely Computer Guy,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12413226,07ab75d1c7794c71c3f9e9f7115fa541,11928
12413260,http://webarchive.loc.gov/all/20160609165147/https://cdn.meme.am/instances/250x250/12413260.jpg,xzibit,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12413260,830577eb6de0f2b57a4a5fa77f76ca76,11040
12413271,http://webarchive.loc.gov/all/20160217120619/http://cdn.meme.am/instances/250x250/12413271.jpg,Me Gusta,http://memegenerator.net/instance/12413271,5d6eb1279f9456c307088b878a2c4447,10846
12413459,http://webarchive.loc.gov/all/20150315044719/http://cdn.meme.am/instances/250x250/12413459.jpg,Forever Alone,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12413459,05b64c7a506d4075ef2490c48b50d5f7,8677
12413990,http://webarchive.loc.gov/all/20160627202228/https://cdn.meme.am/instances/250x250/12413990.jpg,Racist Dog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12413990,b5092b2575382f4f6e650986917c6f32,11554
12414184,http://webarchive.loc.gov/all/20150410011457/http://cdn.meme.am/instances/250x250/12414184.jpg,es bakans,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12414184,991049fc67906fcad884a02caf903167,13566
12414590,http://webarchive.loc.gov/all/20151205193342/http://cdn.meme.am/instances/250x250/12414590.jpg,typical_proger,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12414590,33a388ee1b8f5d7d4765cd26ef4e4f82,14159
12415070,http://webarchive.loc.gov/all/20150309203503/http://cdn.meme.am/instances/250x250/12415070.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12415070,93634d6a4014d11ca9ebb87817e507c6,11276
12415548,http://webarchive.loc.gov/all/20160515185233/https://cdn.meme.am/instances/250x250/12415548.jpg,Net Noob,http://memegenerator.net/instance/12415548,4fa9225262c75ff44f56cbd75a6e6967,12910
12415988,http://webarchive.loc.gov/all/20150910141332/http://cdn.meme.am/instances/250x250/12415988.jpg,Business Cat,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12415988,7e83e9412d4a3b71d5718bef261b2f74,12945
12416175,http://webarchive.loc.gov/all/20151213143832/http://cdn.meme.am/instances/250x250/12416175.jpg,sparta,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12416175,281b46a64d59d34419cfc0d1c5004324,12686
12416395,http://webarchive.loc.gov/all/20160615030714/https://cdn.meme.am/instances/250x250/12416395.jpg,Typical,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12416395,968e656ac134ebc412f0044725cec748,12081
12416549,http://webarchive.loc.gov/all/20150308125610/http://cdn.meme.am/instances/250x250/12416549.jpg,Pedobear,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12416549,f27d4b951781a21eaa74d9a56fe5dd9a,13113
12416706,http://webarchive.loc.gov/all/20141012134823/http://cdn.meme.am/instances/250x250/12416706.jpg,Uncle Sam Says,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12416706,1dbb5b38763d11f537a3845ec4e66c16,17326
12417041,http://webarchive.loc.gov/all/20160602032551/https://cdn.meme.am/instances/250x250/12417041.jpg,Rabbit On Alert,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417041,959fe434d190614f559e1f2a762a3bfe,13431
12417132,http://webarchive.loc.gov/all/20151120163938/http://cdn.meme.am/instances/250x250/12417132.jpg,Pedobear,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417132,56644f9e58e4a536e600ef5c9aeb3059,11750
12417225,http://webarchive.loc.gov/all/20160520233517/https://cdn.meme.am/instances/250x250/12417225.jpg,Pissed off Obama,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417225,ec3d1b8764a06d0cf6a461ed9821e114,14641
12417369,http://webarchive.loc.gov/all/20160610044243/https://cdn.meme.am/instances/250x250/12417369.jpg,Ancient Aliens,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417369,6601fdb06e9ebb432268a2b055271217,13573
12417535,http://webarchive.loc.gov/all/20160526150920/https://cdn.meme.am/instances/250x250/12417535.jpg,Feels Bad Man Frog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417535,d65180e7b48ffa1ac17a1dfaf62dcae1,12601
12417817,http://webarchive.loc.gov/all/20151211021907/http://cdn.meme.am/instances/250x250/12417817.jpg,Victory Baby,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417817,0280520f2425c5520321b8ebb8c579f1,14796
12417869,http://webarchive.loc.gov/all/20160510141413/https://cdn.meme.am/instances/250x250/12417869.jpg,Cool Dog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12417869,6695b5d7420deae69a1c912e4ae606cd,16658
12418279,http://webarchive.loc.gov/all/20150912054418/http://cdn.meme.am/instances/250x250/12418279.jpg,The Most Interesting Man In The World,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12418279,0be1db36982c296d8eb846b16585de8b,16494
12418323,http://webarchive.loc.gov/all/20160528001114/https://cdn.meme.am/instances/250x250/12418323.jpg,skier,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12418323,51fecc1309faa06b9f1f414576618e8a,12537
12418816,http://webarchive.loc.gov/all/20160525033330/https://cdn.meme.am/instances/250x250/12418816.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12418816,2409fc9107dc0c0e2398e62624ae4f81,14762
12418848,http://webarchive.loc.gov/all/20160527203603/https://cdn.meme.am/instances/250x250/12418848.jpg,Stark_Winter_is_Coming,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12418848,678f8a71126d6220cf8fe5e56734341f,13006
12418983,http://webarchive.loc.gov/all/20160525033333/https://cdn.meme.am/instances/250x250/12418983.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12418983,88a10cb6cf127ec38444d1c3513f578d,13676
12419196,http://webarchive.loc.gov/all/20150316090815/http://cdn.meme.am/instances/250x250/12419196.jpg,Angry School Boy,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12419196,5377467a6b0cd6380b4c0cd3a75135ed,11935
12419238,http://webarchive.loc.gov/all/20141011110507/http://cdn.meme.am/instances/250x250/12419238.jpg,Typical Linguist,http://memegenerator.net/instance/12419238,5d1d016eea81c197f70ce2f735c8d622,8840
12419377,http://webarchive.loc.gov/all/20150518105530/http://cdn.meme.am/instances/250x250/12419377.jpg,Advice Dog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12419377,f98b9ca6a8548ce7bb3e2c98b7a32435,12325
12419682,http://webarchive.loc.gov/all/20150405153000/http://cdn.meme.am/instances/250x250/12419682.jpg,The Most Interesting Man In The World,http://memegenerator.net/instance/12419682,6f08e1ac4007bf2dc2a3acdee93a22e4,17384
12419709,http://webarchive.loc.gov/all/20160823200113/https://cdn.meme.am/instances/250x250/12419709.jpg,Yo Dawg,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12419709,cf7a01ba6487353f0fddfeea41771e5f,13650
12420221,http://webarchive.loc.gov/all/20150309210842/http://cdn.meme.am/instances/250x250/12420221.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12420221,709b6014cd9fbe73a6e4f5b08f3afa03,11815
12420662,http://webarchive.loc.gov/all/20160530023054/https://cdn.meme.am/instances/250x250/12420662.jpg,tipich_stavropol,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12420662,17944a73c257930f4281867f578044e6,12077
12420797,http://webarchive.loc.gov/all/20150919153732/http://cdn.meme.am/instances/250x250/12420797.jpg,Serj Tankian,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12420797,5e4797a0f9ba9c114405c7b7969307dd,12702
12420886,http://webarchive.loc.gov/all/20150919115248/http://cdn.meme.am/instances/250x250/12420886.jpg,El Cuy Dice,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12420886,faa37c56c953aa042521562045ee330c,10897
12420912,http://webarchive.loc.gov/all/20151206230103/http://cdn.meme.am/instances/250x250/12420912.jpg,Socially Awkward Penguin,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12420912,cefab666237a872c0b1a1f88bd65c0fe,11186
12421282,http://webarchive.loc.gov/all/20150414023904/http://cdn.meme.am/instances/250x250/12421282.jpg,X ALL THE THINGS,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12421282,03484e5d3f30170d8a437bd24b2bbbb6,13774
12421309,http://webarchive.loc.gov/all/20150414023901/http://cdn.meme.am/instances/250x250/12421309.jpg,X ALL THE THINGS,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12421309,1a4e7702a32c0d25f9661a16c872f67f,14034
12421936,http://webarchive.loc.gov/all/20160824165905/https://cdn.meme.am/instances/250x250/12421936.jpg,Darth Vader Shaking Fist,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12421936,6bc512f0f3a663134cd97a4c2ae4ae53,15108
12422200,http://webarchive.loc.gov/all/20150919115244/http://cdn.meme.am/instances/250x250/12422200.jpg,El Cuy Dice,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12422200,68bca140b802a4918f8e906332aef3cd,11866
12422455,http://webarchive.loc.gov/all/20150405202208/http://cdn.meme.am/instances/250x250/12422455.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/12422455,3eed835bc5baf8512664bf4c1197fb61,14290
12422697,http://webarchive.loc.gov/all/20160217154225/http://cdn.meme.am/instances/250x250/12422697.jpg,Spongebob What I Learned In Boating School Is,http://memegenerator.net/instance/12422697,c85ba8167acc0651c0607b7924e055f0,17691
